Domicile,First year marker,Level of study,Mode of study,Country of HE provider,Academic Year,Number
Total UK,Other years,First degree,Full-time,Scotland,2016/17,81785
Total UK,Other years,First degree,Full-time,Scotland,2017/18,82970
Total UK,Other years,First degree,Full-time,Scotland,2018/19,83915
Total UK,Other years,First degree,Full-time,Wales,2014/15,40445
Total UK,Other years,First degree,Full-time,Wales,2015/16,41850
Total UK,Other years,First degree,Full-time,Wales,2016/17,42560
Total UK,Other years,First degree,Full-time,Wales,2017/18,42750
Total UK,Other years,First degree,Full-time,Wales,2018/19,43040
Total UK,Other years,First degree,Part-time,All,2014/15,132225
Total UK,Other years,First degree,Part-time,All,2015/16,123265
Total UK,Other years,First degree,Part-time,All,2016/17,119000
Total UK,Other years,First degree,Part-time,All,2017/18,110995
Total UK,Other years,First degree,Part-time,All,2018/19,114930
Total UK,Other years,First degree,Part-time,England,2014/15,110805
Total UK,Other years,First degree,Part-time,England,2015/16,102520
Total UK,Other years,First degree,Part-time,England,2016/17,97570
Total UK,Other years,First degree,Part-time,England,2017/18,89780
Total UK,Other years,First degree,Part-time,England,2018/19,91880
Total UK,Other years,First degree,Part-time,Northern Ireland,2014/15,3885
Total UK,Other years,First degree,Part-time,Northern Ireland,2015/16,3720
Total UK,Other years,First degree,Part-time,Northern Ireland,2016/17,3845
Total UK,Other years,First degree,Part-time,Northern Ireland,2017/18,3610
Total UK,Other years,First degree,Part-time,Northern Ireland,2018/19,4110
Total UK,Other years,First degree,Part-time,Scotland,2014/15,11370
Total UK,Other years,First degree,Part-time,Scotland,2015/16,11340
Total UK,Other years,First degree,Part-time,Scotland,2016/17,11955
Total UK,Other years,First degree,Part-time,Scotland,2017/18,12210
Total UK,Other years,First degree,Part-time,Scotland,2018/19,13205
Total UK,Other years,First degree,Part-time,Wales,2014/15,6170
Total UK,Other years,First degree,Part-time,Wales,2015/16,5685
Total UK,Other years,First degree,Part-time,Wales,2016/17,5630
Total UK,Other years,First degree,Part-time,Wales,2017/18,5390
Total UK,Other years,First degree,Part-time,Wales,2018/19,5735
Total UK,All,Other undergraduate,All,All,2014/15,184240
Total UK,All,Other undergraduate,All,All,2015/16,166945
Total UK,All,Other undergraduate,All,All,2016/17,151945
Total UK,All,Other undergraduate,All,All,2017/18,138330
Total UK,All,Other undergraduate,All,All,2018/19,128685
Total UK,All,Other undergraduate,All,England,2014/15,136025
Total UK,All,Other undergraduate,All,England,2015/16,122385
Total UK,All,Other undergraduate,All,England,2016/17,107460
Total UK,All,Other undergraduate,All,England,2017/18,96750
Total UK,All,Other undergraduate,All,England,2018/19,87495
Total UK,All,Other undergraduate,All,Northern Ireland,2014/15,6115
Total UK,All,Other undergraduate,All,Northern Ireland,2015/16,5935
Total UK,All,Other undergraduate,All,Northern Ireland,2016/17,5335
Total UK,All,Other undergraduate,All,Northern Ireland,2017/18,4850
Total UK,All,Other undergraduate,All,Northern Ireland,2018/19,4720
Total UK,All,Other undergraduate,All,Scotland,2014/15,20505
Total UK,All,Other undergraduate,All,Scotland,2015/16,18900
Total UK,All,Other undergraduate,All,Scotland,2016/17,19595
Total UK,All,Other undergraduate,All,Scotland,2017/18,17960
Total UK,All,Other undergraduate,All,Scotland,2018/19,17920
Total UK,All,Other undergraduate,All,Wales,2014/15,21600
Total UK,All,Other undergraduate,All,Wales,2015/16,19725
Total UK,All,Other undergraduate,All,Wales,2016/17,19560
Total UK,All,Other undergraduate,All,Wales,2017/18,18770
Total UK,All,Other undergraduate,All,Wales,2018/19,18545
Total UK,All,Other undergraduate,Full-time,All,2014/15,43015
Total UK,All,Other undergraduate,Full-time,All,2015/16,39250
Total UK,All,Other undergraduate,Full-time,All,2016/17,39445
Total UK,All,Other undergraduate,Full-time,All,2017/18,39625
Total UK,All,Other undergraduate,Full-time,All,2018/19,37985
Total UK,All,Other undergraduate,Full-time,England,2014/15,34700
Total UK,All,Other undergraduate,Full-time,England,2015/16,30785
Total UK,All,Other undergraduate,Full-time,England,2016/17,30240
Total UK,All,Other undergraduate,Full-time,England,2017/18,29385
Total UK,All,Other undergraduate,Full-time,England,2018/19,27200
Total UK,All,Other undergraduate,Full-time,Northern Ireland,2014/15,275
Total UK,All,Other undergraduate,Full-time,Northern Ireland,2015/16,285
Total UK,All,Other undergraduate,Full-time,Northern Ireland,2016/17,335
Total UK,All,Other undergraduate,Full-time,Northern Ireland,2017/18,370
Total UK,All,Other undergraduate,Full-time,Northern Ireland,2018/19,420
Total UK,All,Other undergraduate,Full-time,Scotland,2014/15,4240
Total UK,All,Other undergraduate,Full-time,Scotland,2015/16,4100
Total UK,All,Other undergraduate,Full-time,Scotland,2016/17,3980
Total UK,All,Other undergraduate,Full-time,Scotland,2017/18,4015
Total UK,All,Other undergraduate,Full-time,Scotland,2018/19,4065
Total UK,All,Other undergraduate,Full-time,Wales,2014/15,3800
Total UK,All,Other undergraduate,Full-time,Wales,2015/16,4080
Total UK,All,Other undergraduate,Full-time,Wales,2016/17,4885
Total UK,All,Other undergraduate,Full-time,Wales,2017/18,5855
Total UK,All,Other undergraduate,Full-time,Wales,2018/19,6300
Total UK,All,Other undergraduate,Part-time,All,2014/15,141225
Total UK,All,Other undergraduate,Part-time,All,2015/16,127695
Total UK,All,Other undergraduate,Part-time,All,2016/17,112500
Total UK,All,Other undergraduate,Part-time,All,2017/18,98705
Total UK,All,Other undergraduate,Part-time,All,2018/19,90695
Total UK,All,Other undergraduate,Part-time,England,2014/15,101325
Total UK,All,Other undergraduate,Part-time,England,2015/16,91600
Total UK,All,Other undergraduate,Part-time,England,2016/17,77215
Total UK,All,Other undergraduate,Part-time,England,2017/18,67370
Total UK,All,Other undergraduate,Part-time,England,2018/19,60290
Total UK,All,Other undergraduate,Part-time,Northern Ireland,2014/15,5835
Total UK,All,Other undergraduate,Part-time,Northern Ireland,2015/16,5650
Total UK,All,Other undergraduate,Part-time,Northern Ireland,2016/17,5000
Total UK,All,Other undergraduate,Part-time,Northern Ireland,2017/18,4480
Total UK,All,Other undergraduate,Part-time,Northern Ireland,2018/19,4300
Total UK,All,Other undergraduate,Part-time,Scotland,2014/15,16260
Total UK,All,Other undergraduate,Part-time,Scotland,2015/16,14800
Total UK,All,Other undergraduate,Part-time,Scotland,2016/17,15610
Total UK,All,Other undergraduate,Part-time,Scotland,2017/18,13945
Total UK,All,Other undergraduate,Part-time,Scotland,2018/19,13855
Total UK,All,Other undergraduate,Part-time,Wales,2014/15,17805
Total UK,All,Other undergraduate,Part-time,Wales,2015/16,15640
Total UK,All,Other undergraduate,Part-time,Wales,2016/17,14675
Total UK,All,Other undergraduate,Part-time,Wales,2017/18,12915
Total UK,All,Other undergraduate,Part-time,Wales,2018/19,12245
Total UK,First year,Other undergraduate,All,All,2014/15,126760
Total UK,First year,Other undergraduate,All,All,2015/16,115930
Total UK,First year,Other undergraduate,All,All,2016/17,105655
Total UK,First year,Other undergraduate,All,All,2017/18,95795
Total UK,First year,Other undergraduate,All,All,2018/19,90660
Total UK,First year,Other undergraduate,All,England,2014/15,90300
Total UK,First year,Other undergraduate,All,England,2015/16,82485
Total UK,First year,Other undergraduate,All,England,2016/17,72180
Total UK,First year,Other undergraduate,All,England,2017/18,64455
Total UK,First year,Other undergraduate,All,England,2018/19,59820
Total UK,First year,Other undergraduate,All,Northern Ireland,2014/15,5395
Total UK,First year,Other undergraduate,All,Northern Ireland,2015/16,5280
Total UK,First year,Other undergraduate,All,Northern Ireland,2016/17,4645
Total UK,First year,Other undergraduate,All,Northern Ireland,2017/18,4190
Total UK,First year,Other undergraduate,All,Northern Ireland,2018/19,4060
Total UK,First year,Other undergraduate,All,Scotland,2014/15,15155
Total UK,First year,Other undergraduate,All,Scotland,2015/16,13630
Total UK,First year,Other undergraduate,All,Scotland,2016/17,14195
Total UK,First year,Other undergraduate,All,Scotland,2017/18,13300
Total UK,First year,Other undergraduate,All,Scotland,2018/19,13000
Total UK,First year,Other undergraduate,All,Wales,2014/15,15910
Total UK,First year,Other undergraduate,All,Wales,2015/16,14535
Total UK,First year,Other undergraduate,All,Wales,2016/17,14635
Total UK,First year,Other undergraduate,All,Wales,2017/18,13845
Total UK,First year,Other undergraduate,All,Wales,2018/19,13785
Total UK,First year,Other undergraduate,Full-time,All,2014/15,25580
Total UK,First year,Other undergraduate,Full-time,All,2015/16,23575
Total UK,First year,Other undergraduate,Full-time,All,2016/17,24930
Total UK,First year,Other undergraduate,Full-time,All,2017/18,24270
Total UK,First year,Other undergraduate,Full-time,All,2018/19,23710
Total UK,First year,Other undergraduate,Full-time,England,2014/15,19975
Total UK,First year,Other undergraduate,Full-time,England,2015/16,17795
Total UK,First year,Other undergraduate,Full-time,England,2016/17,18795
Total UK,First year,Other undergraduate,Full-time,England,2017/18,17155
Total UK,First year,Other undergraduate,Full-time,England,2018/19,16360
Total UK,First year,Other undergraduate,Full-time,Northern Ireland,2014/15,135
Total UK,First year,Other undergraduate,Full-time,Northern Ireland,2015/16,140
Total UK,First year,Other undergraduate,Full-time,Northern Ireland,2016/17,185
Total UK,First year,Other undergraduate,Full-time,Northern Ireland,2017/18,195
Total UK,First year,Other undergraduate,Full-time,Northern Ireland,2018/19,215
Total UK,First year,Other undergraduate,Full-time,Scotland,2014/15,3105
Total UK,First year,Other undergraduate,Full-time,Scotland,2015/16,2970
Total UK,First year,Other undergraduate,Full-time,Scotland,2016/17,2795
Total UK,First year,Other undergraduate,Full-time,Scotland,2017/18,2835
Total UK,First year,Other undergraduate,Full-time,Scotland,2018/19,2780
Total UK,First year,Other undergraduate,Full-time,Wales,2014/15,2360
Total UK,First year,Other undergraduate,Full-time,Wales,2015/16,2665
Total UK,First year,Other undergraduate,Full-time,Wales,2016/17,3160
Total UK,First year,Other undergraduate,Full-time,Wales,2017/18,4085
Total UK,First year,Other undergraduate,Full-time,Wales,2018/19,4355
Total UK,First year,Other undergraduate,Part-time,All,2014/15,101185
Total UK,First year,Other undergraduate,Part-time,All,2015/16,92355
Total UK,First year,Other undergraduate,Part-time,All,2016/17,80725
Total UK,First year,Other undergraduate,Part-time,All,2017/18,71525
Total UK,First year,Other undergraduate,Part-time,All,2018/19,66950
Total UK,First year,Other undergraduate,Part-time,England,2014/15,70325
Total UK,First year,Other undergraduate,Part-time,England,2015/16,64690
Total UK,First year,Other undergraduate,Part-time,England,2016/17,53390
Total UK,First year,Other undergraduate,Part-time,England,2017/18,47300
Total UK,First year,Other undergraduate,Part-time,England,2018/19,43455
Total UK,First year,Other undergraduate,Part-time,Northern Ireland,2014/15,5260
Total UK,First year,Other undergraduate,Part-time,Northern Ireland,2015/16,5140
Total UK,First year,Other undergraduate,Part-time,Northern Ireland,2016/17,4465
Total UK,First year,Other undergraduate,Part-time,Northern Ireland,2017/18,3995
Total UK,First year,Other undergraduate,Part-time,Northern Ireland,2018/19,3845
Total UK,First year,Other undergraduate,Part-time,Scotland,2014/15,12045
Total UK,First year,Other undergraduate,Part-time,Scotland,2015/16,10660
Total UK,First year,Other undergraduate,Part-time,Scotland,2016/17,11400
Total UK,First year,Other undergraduate,Part-time,Scotland,2017/18,10465
Total UK,First year,Other undergraduate,Part-time,Scotland,2018/19,10215
Total UK,First year,Other undergraduate,Part-time,Wales,2014/15,13550
Total UK,First year,Other undergraduate,Part-time,Wales,2015/16,11870
Total UK,First year,Other undergraduate,Part-time,Wales,2016/17,11475
Total UK,First year,Other undergraduate,Part-time,Wales,2017/18,9760
Total UK,First year,Other undergraduate,Part-time,Wales,2018/19,9430
Total UK,Other years,Other undergraduate,All,All,2014/15,57480
Total UK,Other years,Other undergraduate,All,All,2015/16,51015
Total UK,Other years,Other undergraduate,All,All,2016/17,46290
Total UK,Other years,Other undergraduate,All,All,2017/18,42535
Total UK,Other years,Other undergraduate,All,All,2018/19,38025
Total UK,Other years,Other undergraduate,All,England,2014/15,45725
Total UK,Other years,Other undergraduate,All,England,2015/16,39900
Total UK,Other years,Other undergraduate,All,England,2016/17,35275
Total UK,Other years,Other undergraduate,All,England,2017/18,32295
Total UK,Other years,Other undergraduate,All,England,2018/19,27675
Total UK,Other years,Other undergraduate,All,Northern Ireland,2014/15,715
Total UK,Other years,Other undergraduate,All,Northern Ireland,2015/16,655
Total UK,Other years,Other undergraduate,All,Northern Ireland,2016/17,690
Total UK,Other years,Other undergraduate,All,Northern Ireland,2017/18,660
Total UK,Other years,Other undergraduate,All,Northern Ireland,2018/19,660
Total UK,Other years,Other undergraduate,All,Scotland,2014/15,5350
Total UK,Other years,Other undergraduate,All,Scotland,2015/16,5270
Total UK,Other years,Other undergraduate,All,Scotland,2016/17,5400
Total UK,Other years,Other undergraduate,All,Scotland,2017/18,4660
Total UK,Other years,Other undergraduate,All,Scotland,2018/19,4925
Total UK,Other years,Other undergraduate,All,Wales,2014/15,5690
Total UK,Other years,Other undergraduate,All,Wales,2015/16,5190
Total UK,Other years,Other undergraduate,All,Wales,2016/17,4925
Total UK,Other years,Other undergraduate,All,Wales,2017/18,4925
Total UK,Other years,Other undergraduate,All,Wales,2018/19,4760
Total UK,Other years,Other undergraduate,Full-time,All,2014/15,17435
Total UK,Other years,Other undergraduate,Full-time,All,2015/16,15675
Total UK,Other years,Other undergraduate,Full-time,All,2016/17,14515
Total UK,Other years,Other undergraduate,Full-time,All,2017/18,15355
Total UK,Other years,Other undergraduate,Full-time,All,2018/19,14275
Total UK,Other years,Other undergraduate,Full-time,England,2014/15,14725
Total UK,Other years,Other undergraduate,Full-time,England,2015/16,12990
Total UK,Other years,Other undergraduate,Full-time,England,2016/17,11450
Total UK,Other years,Other undergraduate,Full-time,England,2017/18,12230
